transect,date,elevation,band,wavelength,reflectance
NCOS 1 NS,2/24/2022,Mid 1,380,2275.485596,0.147572
NCOS 1 NS,2/24/2022,Mid 1,381,2280.485596,0.14327
NCOS 1 NS,2/24/2022,Mid 1,382,2285.495605,0.143061
NCOS 1 NS,2/24/2022,Mid 1,383,2290.505615,0.144367
NCOS 1 NS,2/24/2022,Mid 1,384,2295.515625,0.139719
NCOS 1 NS,2/24/2022,Mid 1,385,2300.525635,0.13798
NCOS 1 NS,2/24/2022,Mid 1,386,2305.535645,0.135809
NCOS 1 NS,2/24/2022,Mid 1,387,2310.545654,0.136776
NCOS 1 NS,2/24/2022,Mid 1,388,2315.555664,0.131919
NCOS 1 NS,2/24/2022,Mid 1,389,2320.555664,0.136801
NCOS 1 NS,2/24/2022,Mid 1,390,2325.565674,0.139216
NCOS 1 NS,2/24/2022,Mid 1,391,2330.575684,0.135813
NCOS 1 NS,2/24/2022,Mid 1,392,2335.585693,0.13307
NCOS 1 NS,2/24/2022,Mid 1,393,2340.595703,0.133099
NCOS 1 NS,2/24/2022,Mid 1,394,2345.605713,0.130432
NCOS 1 NS,2/24/2022,Mid 1,395,2350.615723,0.129772
NCOS 1 NS,2/24/2022,Mid 1,396,2355.615723,0.132242
NCOS 1 NS,2/24/2022,Mid 1,397,2360.625732,0.132923
NCOS 1 NS,2/24/2022,Mid 1,398,2365.635742,0.131735
NCOS 1 NS,2/24/2022,Mid 1,399,2370.645752,0.132512
NCOS 1 NS,2/24/2022,Mid 1,400,2375.655762,0.133611
NCOS 1 NS,2/24/2022,Mid 1,401,2380.665771,0.129723
NCOS 1 NS,2/24/2022,Mid 1,402,2385.675537,0.127472
NCOS 1 NS,2/24/2022,Mid 1,403,2390.685547,0.131496
NCOS 1 NS,2/24/2022,Mid 1,404,2395.685547,0.127185
NCOS 1 NS,2/24/2022,Mid 1,405,2400.695557,0.130955
NCOS 1 NS,2/24/2022,Mid 1,406,2405.705566,0.129662
NCOS 1 NS,2/24/2022,Mid 1,407,2410.715576,0.126176
NCOS 1 NS,2/24/2022,Mid 1,408,2415.725586,0.123062
NCOS 1 NS,2/24/2022,Mid 1,409,2420.735596,0.123318
NCOS 1 NS,2/24/2022,Mid 1,410,2425.745605,0.12038
NCOS 1 NS,2/24/2022,Mid 1,411,2430.745605,0.117948
NCOS 1 NS,2/24/2022,Mid 1,412,2435.755615,0.120148
NCOS 1 NS,2/24/2022,Mid 1,413,2440.765625,0.113022
NCOS 1 NS,2/24/2022,Mid 1,414,2445.775635,0.114506
NCOS 1 NS,2/24/2022,Mid 1,415,2450.785645,0.111222
NCOS 1 NS,2/24/2022,Mid 1,416,2455.795654,0.112678
NCOS 1 NS,2/24/2022,Mid 1,417,2460.805664,0.107974
NCOS 1 NS,2/24/2022,Mid 1,418,2465.815674,0.105959
NCOS 1 NS,2/24/2022,Mid 1,419,2470.815674,0.10731
NCOS 1 NS,2/24/2022,Mid 1,420,2475.825684,0.105334
NCOS 1 NS,2/24/2022,Mid 1,421,2480.835693,0.100548
NCOS 1 NS,2/24/2022,Mid 1,422,2485.845703,0.096604
NCOS 1 NS,2/24/2022,Mid 1,423,2490.855713,0.101645
NCOS 1 NS,2/24/2022,Mid 1,424,2495.865723,0.120417
NCOS 1 NS,2/24/2022,Mid 1,425,2500.875732,0.100247
NCOS 1 NS,2/24/2022,Mid 2,1,377.195648,0.005986
NCOS 1 NS,2/24/2022,Mid 2,2,382.205658,-0.000235
NCOS 1 NS,2/24/2022,Mid 2,3,387.215637,-0.00019
NCOS 1 NS,2/24/2022,Mid 2,4,392.225647,0.006888
NCOS 1 NS,2/24/2022,Mid 2,5,397.225647,0.010925
NCOS 1 NS,2/24/2022,Mid 2,6,402.235657,0.012476
NCOS 1 NS,2/24/2022,Mid 2,7,407.245636,0.019551
NCOS 1 NS,2/24/2022,Mid 2,8,412.255646,0.027433
NCOS 1 NS,2/24/2022,Mid 2,9,417.265656,0.028006
NCOS 1 NS,2/24/2022,Mid 2,10,422.275635,0.030889
NCOS 1 NS,2/24/2022,Mid 2,11,427.285645,0.034874
NCOS 1 NS,2/24/2022,Mid 2,12,432.295654,0.038263
NCOS 1 NS,2/24/2022,Mid 2,13,437.295654,0.039192
NCOS 1 NS,2/24/2022,Mid 2,14,442.305664,0.041413
NCOS 1 NS,2/24/2022,Mid 2,15,447.315643,0.042853
NCOS 1 NS,2/24/2022,Mid 2,16,452.325653,0.043556
NCOS 1 NS,2/24/2022,Mid 2,17,457.335663,0.043618
NCOS 1 NS,2/24/2022,Mid 2,18,462.345642,0.044783
NCOS 1 NS,2/24/2022,Mid 2,19,467.355652,0.044914
NCOS 1 NS,2/24/2022,Mid 2,20,472.355652,0.045656
NCOS 1 NS,2/24/2022,Mid 2,21,477.365662,0.047828
NCOS 1 NS,2/24/2022,Mid 2,22,482.375641,0.050517
NCOS 1 NS,2/24/2022,Mid 2,23,487.385651,0.050461
NCOS 1 NS,2/24/2022,Mid 2,24,492.39566,0.049983
NCOS 1 NS,2/24/2022,Mid 2,25,497.40564,0.052386
NCOS 1 NS,2/24/2022,Mid 2,26,502.415649,0.053255
NCOS 1 NS,2/24/2022,Mid 2,27,507.425659,0.054689
NCOS 1 NS,2/24/2022,Mid 2,28,512.425659,0.055531
NCOS 1 NS,2/24/2022,Mid 2,29,517.435669,0.057393
NCOS 1 NS,2/24/2022,Mid 2,30,522.445679,0.055947
NCOS 1 NS,2/24/2022,Mid 2,31,527.455627,0.058373
NCOS 1 NS,2/24/2022,Mid 2,32,532.465637,0.060321
NCOS 1 NS,2/24/2022,Mid 2,33,537.475647,0.06284
NCOS 1 NS,2/24/2022,Mid 2,34,542.485657,0.063834
NCOS 1 NS,2/24/2022,Mid 2,35,547.485657,0.062795
NCOS 1 NS,2/24/2022,Mid 2,36,552.495667,0.064385
NCOS 1 NS,2/24/2022,Mid 2,37,557.505676,0.066916
NCOS 1 NS,2/24/2022,Mid 2,38,562.515625,0.066268
NCOS 1 NS,2/24/2022,Mid 2,39,567.525635,0.066858
NCOS 1 NS,2/24/2022,Mid 2,40,572.535645,0.068882
NCOS 1 NS,2/24/2022,Mid 2,41,577.545654,0.068546
NCOS 1 NS,2/24/2022,Mid 2,42,582.555664,0.069241
NCOS 1 NS,2/24/2022,Mid 2,43,587.555664,0.070202
NCOS 1 NS,2/24/2022,Mid 2,44,592.565674,0.07127
NCOS 1 NS,2/24/2022,Mid 2,45,597.575623,0.071388
NCOS 1 NS,2/24/2022,Mid 2,46,602.585632,0.07097
NCOS 1 NS,2/24/2022,Mid 2,47,607.595642,0.072224
NCOS 1 NS,2/24/2022,Mid 2,48,612.605652,0.073062
NCOS 1 NS,2/24/2022,Mid 2,49,617.615662,0.073985
NCOS 1 NS,2/24/2022,Mid 2,50,622.615662,0.073668
NCOS 1 NS,2/24/2022,Mid 2,51,627.625671,0.074749
NCOS 1 NS,2/24/2022,Mid 2,52,632.63562,0.07475
NCOS 1 NS,2/24/2022,Mid 2,53,637.64563,0.075683
NCOS 1 NS,2/24/2022,Mid 2,54,642.65564,0.076255
NCOS 1 NS,2/24/2022,Mid 2,55,647.665649,0.077256
NCOS 1 NS,2/24/2022,Mid 2,56,652.675659,0.077285
NCOS 1 NS,2/24/2022,Mid 2,57,657.685669,0.076372
NCOS 1 NS,2/24/2022,Mid 2,58,662.685669,0.078305
NCOS 1 NS,2/24/2022,Mid 2,59,667.695679,0.077299
NCOS 1 NS,2/24/2022,Mid 2,60,672.705627,0.079939
NCOS 1 NS,2/24/2022,Mid 2,61,677.715637,0.076949
NCOS 1 NS,2/24/2022,Mid 2,62,682.725647,0.078019
NCOS 1 NS,2/24/2022,Mid 2,63,687.735657,0.079574
NCOS 1 NS,2/24/2022,Mid 2,64,692.745667,0.082129
NCOS 1 NS,2/24/2022,Mid 2,65,697.745667,0.086386
NCOS 1 NS,2/24/2022,Mid 2,66,702.755676,0.090503
NCOS 1 NS,2/24/2022,Mid 2,67,707.765625,0.093241
NCOS 1 NS,2/24/2022,Mid 2,68,712.775635,0.097238
NCOS 1 NS,2/24/2022,Mid 2,69,717.785645,0.099207
NCOS 1 NS,2/24/2022,Mid 2,70,722.795654,0.104798
NCOS 1 NS,2/24/2022,Mid 2,71,727.805664,0.107205
NCOS 1 NS,2/24/2022,Mid 2,72,732.815674,0.109935
NCOS 1 NS,2/24/2022,Mid 2,73,737.815674,0.110678
NCOS 1 NS,2/24/2022,Mid 2,74,742.825623,0.112755
NCOS 1 NS,2/24/2022,Mid 2,75,747.835632,0.114867
NCOS 1 NS,2/24/2022,Mid 2,76,752.845642,0.114228
NCOS 1 NS,2/24/2022,Mid 2,77,757.855652,0.117446
NCOS 1 NS,2/24/2022,Mid 2,78,762.865662,0.116643
NCOS 1 NS,2/24/2022,Mid 2,79,767.875671,0.119519
NCOS 1 NS,2/24/2022,Mid 2,80,772.875671,0.120814
NCOS 1 NS,2/24/2022,Mid 2,81,777.88562,0.123295
NCOS 1 NS,2/24/2022,Mid 2,82,782.89563,0.123846
NCOS 1 NS,2/24/2022,Mid 2,83,787.90564,0.125681
NCOS 1 NS,2/24/2022,Mid 2,84,792.915649,0.127205
NCOS 1 NS,2/24/2022,Mid 2,85,797.925659,0.128171
NCOS 1 NS,2/24/2022,Mid 2,86,802.935669,0.127373
NCOS 1 NS,2/24/2022,Mid 2,87,807.945679,0.127987
NCOS 1 NS,2/24/2022,Mid 2,88,812.945679,0.128787
NCOS 1 NS,2/24/2022,Mid 2,89,817.955627,0.131362
NCOS 1 NS,2/24/2022,Mid 2,90,822.965637,0.13193
NCOS 1 NS,2/24/2022,Mid 2,91,827.975647,0.132908
NCOS 1 NS,2/24/2022,Mid 2,92,832.985657,0.13444
NCOS 1 NS,2/24/2022,Mid 2,93,837.995667,0.136415
NCOS 1 NS,2/24/2022,Mid 2,94,843.005676,0.136106
NCOS 1 NS,2/24/2022,Mid 2,95,848.005676,0.137161
NCOS 1 NS,2/24/2022,Mid 2,96,853.015625,0.13872
NCOS 1 NS,2/24/2022,Mid 2,97,858.025635,0.140476
NCOS 1 NS,2/24/2022,Mid 2,98,863.035645,0.141887
NCOS 1 NS,2/24/2022,Mid 2,99,868.045654,0.141984
NCOS 1 NS,2/24/2022,Mid 2,100,873.055664,0.141126
NCOS 1 NS,2/24/2022,Mid 2,101,878.065674,0.143504
NCOS 1 NS,2/24/2022,Mid 2,102,883.075623,0.144514
NCOS 1 NS,2/24/2022,Mid 2,103,888.075623,0.143661
NCOS 1 NS,2/24/2022,Mid 2,104,893.085632,0.145164
NCOS 1 NS,2/24/2022,Mid 2,105,898.095642,0.145485
NCOS 1 NS,2/24/2022,Mid 2,106,903.105652,0.146981
NCOS 1 NS,2/24/2022,Mid 2,107,908.115662,0.1473
NCOS 1 NS,2/24/2022,Mid 2,108,913.125671,0.148385
NCOS 1 NS,2/24/2022,Mid 2,109,918.13562,0.149869
NCOS 1 NS,2/24/2022,Mid 2,110,923.14563,0.150119
NCOS 1 NS,2/24/2022,Mid 2,111,928.14563,0.15178
NCOS 1 NS,2/24/2022,Mid 2,112,933.15564,0.152379
NCOS 1 NS,2/24/2022,Mid 2,113,938.165649,0.149369
NCOS 1 NS,2/24/2022,Mid 2,114,943.175659,0.152574
NCOS 1 NS,2/24/2022,Mid 2,115,948.185669,0.15218
NCOS 1 NS,2/24/2022,Mid 2,116,953.195679,0.15401
NCOS 1 NS,2/24/2022,Mid 2,117,958.205627,0.154593
NCOS 1 NS,2/24/2022,Mid 2,118,963.205627,0.156661
NCOS 1 NS,2/24/2022,Mid 2,119,968.215637,0.156427
NCOS 1 NS,2/24/2022,Mid 2,120,973.225647,0.156443
NCOS 1 NS,2/24/2022,Mid 2,121,978.235657,0.157874
NCOS 1 NS,2/24/2022,Mid 2,122,983.245667,0.157597
NCOS 1 NS,2/24/2022,Mid 2,123,988.255676,0.158736
NCOS 1 NS,2/24/2022,Mid 2,124,993.265625,0.159757
NCOS 1 NS,2/24/2022,Mid 2,125,998.275635,0.160806
NCOS 1 NS,2/24/2022,Mid 2,126,1003.275635,0.160407
NCOS 1 NS,2/24/2022,Mid 2,127,1008.285645,0.161547
NCOS 1 NS,2/24/2022,Mid 2,128,1013.295654,0.161534
NCOS 1 NS,2/24/2022,Mid 2,129,1018.305664,0.162974
NCOS 1 NS,2/24/2022,Mid 2,130,1023.315674,0.161881
NCOS 1 NS,2/24/2022,Mid 2,131,1028.325684,0.16318
NCOS 1 NS,2/24/2022,Mid 2,132,1033.335693,0.16505
NCOS 1 NS,2/24/2022,Mid 2,133,1038.335693,0.164088
NCOS 1 NS,2/24/2022,Mid 2,134,1043.345703,0.165757
NCOS 1 NS,2/24/2022,Mid 2,135,1048.355591,0.166366
NCOS 1 NS,2/24/2022,Mid 2,136,1053.365601,0.167824
NCOS 1 NS,2/24/2022,Mid 2,137,1058.37561,0.167561
NCOS 1 NS,2/24/2022,Mid 2,138,1063.38562,0.168638
NCOS 1 NS,2/24/2022,Mid 2,139,1068.39563,0.168667
NCOS 1 NS,2/24/2022,Mid 2,140,1073.40564,0.169776
NCOS 1 NS,2/24/2022,Mid 2,141,1078.40564,0.169115
NCOS 1 NS,2/24/2022,Mid 2,142,1083.415649,0.169519
NCOS 1 NS,2/24/2022,Mid 2,143,1088.425659,0.171808
NCOS 1 NS,2/24/2022,Mid 2,144,1093.435669,0.171741
NCOS 1 NS,2/24/2022,Mid 2,145,1098.445679,0.172356
NCOS 1 NS,2/24/2022,Mid 2,146,1103.455688,0.173641
NCOS 1 NS,2/24/2022,Mid 2,147,1108.465698,0.174496
NCOS 1 NS,2/24/2022,Mid 2,148,1113.465698,0.171653
NCOS 1 NS,2/24/2022,Mid 2,149,1118.475708,0.173877
NCOS 1 NS,2/24/2022,Mid 2,150,1123.485596,0.169312
NCOS 1 NS,2/24/2022,Mid 2,151,1128.495605,0.166142
NCOS 1 NS,2/24/2022,Mid 2,152,1133.505615,0.171201
NCOS 1 NS,2/24/2022,Mid 2,153,1138.515625,0.169417
NCOS 1 NS,2/24/2022,Mid 2,154,1143.525635,0.169665
NCOS 1 NS,2/24/2022,Mid 2,155,1148.535645,0.167268
NCOS 1 NS,2/24/2022,Mid 2,156,1153.535645,0.167583
NCOS 1 NS,2/24/2022,Mid 2,157,1158.545654,0.169376
NCOS 1 NS,2/24/2022,Mid 2,158,1163.555664,0.169279
NCOS 1 NS,2/24/2022,Mid 2,159,1168.565674,0.169587
NCOS 1 NS,2/24/2022,Mid 2,160,1173.575684,0.169733
NCOS 1 NS,2/24/2022,Mid 2,161,1178.585693,0.170921
NCOS 1 NS,2/24/2022,Mid 2,162,1183.595703,0.168269
NCOS 1 NS,2/24/2022,Mid 2,163,1188.595703,0.168687
NCOS 1 NS,2/24/2022,Mid 2,164,1193.605591,0.168775
NCOS 1 NS,2/24/2022,Mid 2,165,1198.615601,0.169656
NCOS 1 NS,2/24/2022,Mid 2,166,1203.62561,0.17125
NCOS 1 NS,2/24/2022,Mid 2,167,1208.63562,0.17156
NCOS 1 NS,2/24/2022,Mid 2,168,1213.64563,0.171398
NCOS 1 NS,2/24/2022,Mid 2,169,1218.65564,0.173603
NCOS 1 NS,2/24/2022,Mid 2,170,1223.665649,0.173336
NCOS 1 NS,2/24/2022,Mid 2,171,1228.665649,0.174571
NCOS 1 NS,2/24/2022,Mid 2,172,1233.675659,0.176665
NCOS 1 NS,2/24/2022,Mid 2,173,1238.685669,0.17758
NCOS 1 NS,2/24/2022,Mid 2,174,1243.695679,0.179101
NCOS 1 NS,2/24/2022,Mid 2,175,1248.705688,0.180134
NCOS 1 NS,2/24/2022,Mid 2,176,1253.715698,0.181017
NCOS 1 NS,2/24/2022,Mid 2,177,1258.725708,0.180804
NCOS 1 NS,2/24/2022,Mid 2,178,1263.725708,0.179956
NCOS 1 NS,2/24/2022,Mid 2,179,1268.735596,0.181541
NCOS 1 NS,2/24/2022,Mid 2,180,1273.745605,0.182766
NCOS 1 NS,2/24/2022,Mid 2,181,1278.755615,0.184696
NCOS 1 NS,2/24/2022,Mid 2,182,1283.765625,0.184798
NCOS 1 NS,2/24/2022,Mid 2,183,1288.775635,0.187209
NCOS 1 NS,2/24/2022,Mid 2,184,1293.785645,0.187663
NCOS 1 NS,2/24/2022,Mid 2,185,1298.795654,0.188679
NCOS 1 NS,2/24/2022,Mid 2,186,1303.795654,0.189798
NCOS 1 NS,2/24/2022,Mid 2,187,1308.805664,0.188181
NCOS 1 NS,2/24/2022,Mid 2,188,1313.815674,0.188117
NCOS 1 NS,2/24/2022,Mid 2,189,1318.825684,0.18632
NCOS 1 NS,2/24/2022,Mid 2,190,1323.835693,0.18576
NCOS 1 NS,2/24/2022,Mid 2,191,1328.845703,0.181708
NCOS 1 NS,2/24/2022,Mid 2,192,1333.855591,0.182105
NCOS 1 NS,2/24/2022,Mid 2,193,1338.855591,0.185914
NCOS 1 NS,2/24/2022,Mid 2,194,1343.865601,0.186954
NCOS 1 NS,2/24/2022,Mid 2,195,1348.87561,0.182559
NCOS 1 NS,2/24/2022,Mid 2,196,1353.88562,0.15595
NCOS 1 NS,2/24/2022,Mid 2,197,1358.89563,0.177087
NCOS 1 NS,2/24/2022,Mid 2,198,1363.90564,0.17155
NCOS 1 NS,2/24/2022,Mid 2,199,1368.915649,0.223079
NCOS 1 NS,2/24/2022,Mid 2,200,1373.925659,0.186861
NCOS 1 NS,2/24/2022,Mid 2,201,1378.925659,0.157624
NCOS 1 NS,2/24/2022,Mid 2,202,1383.935669,0.248739
NCOS 1 NS,2/24/2022,Mid 2,203,1388.945679,0.162088
NCOS 1 NS,2/24/2022,Mid 2,204,1393.955688,0.205026
NCOS 1 NS,2/24/2022,Mid 2,205,1398.965698,0.190001
NCOS 1 NS,2/24/2022,Mid 2,206,1403.975708,0.163861
NCOS 1 NS,2/24/2022,Mid 2,207,1408.985596,0.152626
NCOS 1 NS,2/24/2022,Mid 2,208,1413.985596,0.158206
NCOS 1 NS,2/24/2022,Mid 2,209,1418.995605,0.151237
NCOS 1 NS,2/24/2022,Mid 2,210,1424.005615,0.147598
NCOS 1 NS,2/24/2022,Mid 2,211,1429.015625,0.146384
NCOS 1 NS,2/24/2022,Mid 2,212,1434.025635,0.142753
NCOS 1 NS,2/24/2022,Mid 2,213,1439.035645,0.146637
NCOS 1 NS,2/24/2022,Mid 2,214,1444.045654,0.146699
NCOS 1 NS,2/24/2022,Mid 2,215,1449.055664,0.144801
NCOS 1 NS,2/24/2022,Mid 2,216,1454.055664,0.148949
NCOS 1 NS,2/24/2022,Mid 2,217,1459.065674,0.150164
NCOS 1 NS,2/24/2022,Mid 2,218,1464.075684,0.144925
NCOS 1 NS,2/24/2022,Mid 2,219,1469.085693,0.143177
NCOS 1 NS,2/24/2022,Mid 2,220,1474.095703,0.145408
NCOS 1 NS,2/24/2022,Mid 2,221,1479.105591,0.146692
NCOS 1 NS,2/24/2022,Mid 2,222,1484.115601,0.150966
NCOS 1 NS,2/24/2022,Mid 2,223,1489.115601,0.152586
NCOS 1 NS,2/24/2022,Mid 2,224,1494.12561,0.157864
NCOS 1 NS,2/24/2022,Mid 2,225,1499.13562,0.156933
NCOS 1 NS,2/24/2022,Mid 2,226,1504.14563,0.155652
NCOS 1 NS,2/24/2022,Mid 2,227,1509.15564,0.16037
NCOS 1 NS,2/24/2022,Mid 2,228,1514.165649,0.162584
NCOS 1 NS,2/24/2022,Mid 2,229,1519.175659,0.16432
NCOS 1 NS,2/24/2022,Mid 2,230,1524.185669,0.164748
NCOS 1 NS,2/24/2022,Mid 2,231,1529.185669,0.166241
NCOS 1 NS,2/24/2022,Mid 2,232,1534.195679,0.16781
NCOS 1 NS,2/24/2022,Mid 2,233,1539.205688,0.168126
NCOS 1 NS,2/24/2022,Mid 2,234,1544.215698,0.171104
NCOS 1 NS,2/24/2022,Mid 2,235,1549.225708,0.168563
NCOS 1 NS,2/24/2022,Mid 2,236,1554.235596,0.170803
NCOS 1 NS,2/24/2022,Mid 2,237,1559.245605,0.17326
NCOS 1 NS,2/24/2022,Mid 2,238,1564.245605,0.170167
NCOS 1 NS,2/24/2022,Mid 2,239,1569.255615,0.172593
NCOS 1 NS,2/24/2022,Mid 2,240,1574.265625,0.166579
NCOS 1 NS,2/24/2022,Mid 2,241,1579.275635,0.170589
NCOS 1 NS,2/24/2022,Mid 2,242,1584.285645,0.173142
NCOS 1 NS,2/24/2022,Mid 2,243,1589.295654,0.174732
NCOS 1 NS,2/24/2022,Mid 2,244,1594.305664,0.17513
NCOS 1 NS,2/24/2022,Mid 2,245,1599.315674,0.177634
NCOS 1 NS,2/24/2022,Mid 2,246,1604.315674,0.177792
NCOS 1 NS,2/24/2022,Mid 2,247,1609.325684,0.18364
NCOS 1 NS,2/24/2022,Mid 2,248,1614.335693,0.182857
NCOS 1 NS,2/24/2022,Mid 2,249,1619.345703,0.178014
NCOS 1 NS,2/24/2022,Mid 2,250,1624.355591,0.18309
NCOS 1 NS,2/24/2022,Mid 2,251,1629.365601,0.186291
NCOS 1 NS,2/24/2022,Mid 2,252,1634.37561,0.185161
NCOS 1 NS,2/24/2022,Mid 2,253,1639.37561,0.186118
NCOS 1 NS,2/24/2022,Mid 2,254,1644.38562,0.188077
NCOS 1 NS,2/24/2022,Mid 2,255,1649.39563,0.187048
NCOS 1 NS,2/24/2022,Mid 2,256,1654.40564,0.188432
NCOS 1 NS,2/24/2022,Mid 2,257,1659.415649,0.191312
NCOS 1 NS,2/24/2022,Mid 2,258,1664.425659,0.189684
NCOS 1 NS,2/24/2022,Mid 2,259,1669.435669,0.190051
NCOS 1 NS,2/24/2022,Mid 2,260,1674.445679,0.19142
NCOS 1 NS,2/24/2022,Mid 2,261,1679.445679,0.193717
NCOS 1 NS,2/24/2022,Mid 2,262,1684.455688,0.193414
NCOS 1 NS,2/24/2022,Mid 2,263,1689.465698,0.192255
NCOS 1 NS,2/24/2022,Mid 2,264,1694.475708,0.191533
NCOS 1 NS,2/24/2022,Mid 2,265,1699.485596,0.189698
NCOS 1 NS,2/24/2022,Mid 2,266,1704.495605,0.189327
NCOS 1 NS,2/24/2022,Mid 2,267,1709.505615,0.18752
NCOS 1 NS,2/24/2022,Mid 2,268,1714.505615,0.187956
NCOS 1 NS,2/24/2022,Mid 2,269,1719.515625,0.186431
NCOS 1 NS,2/24/2022,Mid 2,270,1724.525635,0.186188
NCOS 1 NS,2/24/2022,Mid 2,271,1729.535645,0.183384
NCOS 1 NS,2/24/2022,Mid 2,272,1734.545654,0.188544
NCOS 1 NS,2/24/2022,Mid 2,273,1739.555664,0.189463
NCOS 1 NS,2/24/2022,Mid 2,274,1744.565674,0.186107
NCOS 1 NS,2/24/2022,Mid 2,275,1749.575684,0.187779
NCOS 1 NS,2/24/2022,Mid 2,276,1754.575684,0.187722
NCOS 1 NS,2/24/2022,Mid 2,277,1759.585693,0.186876
NCOS 1 NS,2/24/2022,Mid 2,278,1764.595703,0.187616
NCOS 1 NS,2/24/2022,Mid 2,279,1769.605591,0.189254
NCOS 1 NS,2/24/2022,Mid 2,280,1774.615601,0.188392
NCOS 1 NS,2/24/2022,Mid 2,281,1779.62561,0.191123
NCOS 1 NS,2/24/2022,Mid 2,282,1784.63562,0.194567
NCOS 1 NS,2/24/2022,Mid 2,283,1789.63562,0.196797
NCOS 1 NS,2/24/2022,Mid 2,284,1794.64563,0.198368
NCOS 1 NS,2/24/2022,Mid 2,285,1799.65564,0.187965
NCOS 1 NS,2/24/2022,Mid 2,286,1804.665649,0.18428
NCOS 1 NS,2/24/2022,Mid 2,287,1809.675659,0.183092
NCOS 1 NS,2/24/2022,Mid 2,288,1814.685669,0.17117
NCOS 1 NS,2/24/2022,Mid 2,289,1819.695679,0.175599
NCOS 1 NS,2/24/2022,Mid 2,290,1824.705688,0.16786
NCOS 1 NS,2/24/2022,Mid 2,291,1829.705688,0.131906
NCOS 1 NS,2/24/2022,Mid 2,292,1834.715698,0.203174
NCOS 1 NS,2/24/2022,Mid 2,293,1839.725708,0.916155
NCOS 1 NS,2/24/2022,Mid 2,294,1844.735596,0.433449
NCOS 1 NS,2/24/2022,Mid 2,295,1849.745605,0.467294
NCOS 1 NS,2/24/2022,Mid 2,296,1854.755615,0.864972
NCOS 1 NS,2/24/2022,Mid 2,297,1859.765625,0.569768
NCOS 1 NS,2/24/2022,Mid 2,298,1864.775635,0.384692
NCOS 1 NS,2/24/2022,Mid 2,299,1869.775635,0.808163
NCOS 1 NS,2/24/2022,Mid 2,300,1874.785645,0.853121
NCOS 1 NS,2/24/2022,Mid 2,301,1879.795654,0.267961
NCOS 1 NS,2/24/2022,Mid 2,302,1884.805664,0.262054
NCOS 1 NS,2/24/2022,Mid 2,303,1889.815674,0.21529
NCOS 1 NS,2/24/2022,Mid 2,304,1894.825684,0.218879
NCOS 1 NS,2/24/2022,Mid 2,305,1899.835693,0.429006
NCOS 1 NS,2/24/2022,Mid 2,306,1904.835693,0.764571
NCOS 1 NS,2/24/2022,Mid 2,307,1909.845703,0.370806
NCOS 1 NS,2/24/2022,Mid 2,308,1914.855591,0.184648
NCOS 1 NS,2/24/2022,Mid 2,309,1919.865601,0.133049
NCOS 1 NS,2/24/2022,Mid 2,310,1924.87561,0.137962
NCOS 1 NS,2/24/2022,Mid 2,311,1929.88562,0.122385
NCOS 1 NS,2/24/2022,Mid 2,312,1934.89563,0.127005
NCOS 1 NS,2/24/2022,Mid 2,313,1939.90564,0.114048
NCOS 1 NS,2/24/2022,Mid 2,314,1944.90564,0.122383
NCOS 1 NS,2/24/2022,Mid 2,315,1949.915649,0.125579
NCOS 1 NS,2/24/2022,Mid 2,316,1954.925659,0.124548
NCOS 1 NS,2/24/2022,Mid 2,317,1959.935669,0.131653
NCOS 1 NS,2/24/2022,Mid 2,318,1964.945679,0.131557
NCOS 1 NS,2/24/2022,Mid 2,319,1969.955688,0.137892
NCOS 1 NS,2/24/2022,Mid 2,320,1974.965698,0.133939
NCOS 1 NS,2/24/2022,Mid 2,321,1979.965698,0.138713
NCOS 1 NS,2/24/2022,Mid 2,322,1984.975708,0.141073
NCOS 1 NS,2/24/2022,Mid 2,323,1989.985596,0.142538
NCOS 1 NS,2/24/2022,Mid 2,324,1994.995605,0.140697
NCOS 1 NS,2/24/2022,Mid 2,325,2000.005615,0.131682
NCOS 1 NS,2/24/2022,Mid 2,326,2005.015625,0.12503
NCOS 1 NS,2/24/2022,Mid 2,327,2010.025635,0.125369
NCOS 1 NS,2/24/2022,Mid 2,328,2015.035645,0.127034
NCOS 1 NS,2/24/2022,Mid 2,329,2020.035645,0.150417
NCOS 1 NS,2/24/2022,Mid 2,330,2025.045654,0.160208
NCOS 1 NS,2/24/2022,Mid 2,331,2030.055664,0.16171
NCOS 1 NS,2/24/2022,Mid 2,332,2035.065674,0.159156
NCOS 1 NS,2/24/2022,Mid 2,333,2040.075684,0.159491
NCOS 1 NS,2/24/2022,Mid 2,334,2045.085693,0.157736
NCOS 1 NS,2/24/2022,Mid 2,335,2050.095703,0.153989
NCOS 1 NS,2/24/2022,Mid 2,336,2055.095703,0.152816
NCOS 1 NS,2/24/2022,Mid 2,337,2060.105713,0.150942
NCOS 1 NS,2/24/2022,Mid 2,338,2065.115723,0.147721
NCOS 1 NS,2/24/2022,Mid 2,339,2070.125732,0.152262
NCOS 1 NS,2/24/2022,Mid 2,340,2075.135742,0.157621
NCOS 1 NS,2/24/2022,Mid 2,341,2080.145752,0.157664
NCOS 1 NS,2/24/2022,Mid 2,342,2085.155762,0.157448
NCOS 1 NS,2/24/2022,Mid 2,343,2090.165771,0.157009
NCOS 1 NS,2/24/2022,Mid 2,344,2095.165771,0.157371
NCOS 1 NS,2/24/2022,Mid 2,345,2100.175537,0.157152
